PeDyGu		"<img src=""G-PeDyGu-minor-first inversion-keyboard.png"">"	"<img src=""G-PeDyGu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""G-PeDyGu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""G-PeDyGu-minor-first inversion-pianoroll-coloured.png"">"	
BoNyGu		"<img src=""G-BoNyGu-augmented-first inversion-keyboard.png"">"	"<img src=""G-BoNyGu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""G-BoNyGu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""G-BoNyGu-augmented-first inversion-pianoroll-coloured.png"">"	
PeTyoGu		"<img src=""G-PeTyoGu-diminished-first inversion-keyboard.png"">"	"<img src=""G-PeTyoGu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""G-PeTyoGu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""G-PeTyoGu-diminished-first inversion-pianoroll-coloured.png"">"	
DyGuBa		"<img src=""G-DyGuBa-major-second inversion-keyboard.png"">"	"<img src=""G-DyGuBa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""G-DyGuBa-major-second inversion-keyboard-coloured.png"">"	"<img src=""G-DyGuBa-major-second inversion-pianoroll-coloured.png"">"	
DyGuPi		"<img src=""G-DyGuPi-minor-second inversion-keyboard.png"">"	"<img src=""G-DyGuPi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""G-DyGuPi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""G-DyGuPi-minor-second inversion-pianoroll-coloured.png"">"	
NyGuBa		"<img src=""G-NyGuBa-augmented-second inversion-keyboard.png"">"	"<img src=""G-NyGuBa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""G-NyGuBa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""G-NyGuBa-augmented-second inversion-pianoroll-coloured.png"">"	
TyoGuPi		"<img src=""G-TyoGuPi-diminished-second inversion-keyboard.png"">"	"<img src=""G-TyoGuPi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""G-TyoGuPi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""G-TyoGuPi-diminished-second inversion-pianoroll-coloured.png"">"	
RuBiNu		"<img src=""R-RuBiNu-minor-root-keyboard.png"">"	"<img src=""R-RuBiNu-minor-root-pianoroll.png"">"	minor root	"<img src=""R-RuBiNu-minor-root-keyboard-coloured.png"">"	"<img src=""R-RuBiNu-minor-root-pianoroll-coloured.png"">"	
RuKaMu		"<img src=""R-RuKaMu-augmented-root-keyboard.png"">"	"<img src=""R-RuKaMu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""R-RuKaMu-augmented-root-keyboard-coloured.png"">"	"<img src=""R-RuKaMu-augmented-root-pianoroll-coloured.png"">"	
RuBiDya		"<img src=""R-RuBiDya-diminished-root-keyboard.png"">"	"<img src=""R-RuBiDya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""R-RuBiDya-diminished-root-keyboard-coloured.png"">"	"<img src=""R-RuBiDya-diminished-root-pianoroll-coloured.png"">"	
KoNyRu	Собачью КоныРу	"<img src=""R-KoNyRu-major-first inversion-keyboard.png"">"	"<img src=""R-KoNyRu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""R-KoNyRu-major-first inversion-keyboard-coloured.png"">"	"<img src=""R-KoNyRu-major-first inversion-pianoroll-coloured.png"">"	
BeNyRu		"<img src=""R-BeNyRu-minor-first inversion-keyboard.png"">"	"<img src=""R-BeNyRu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""R-BeNyRu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""R-BeNyRu-minor-first inversion-pianoroll-coloured.png"">"	
KoMyRu		"<img src=""R-KoMyRu-augmented-first inversion-keyboard.png"">"	"<img src=""R-KoMyRu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""R-KoMyRu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""R-KoMyRu-augmented-first inversion-pianoroll-coloured.png"">"	
BeDyoRu		"<img src=""R-BeDyoRu-diminished-first inversion-keyboard.png"">"	"<img src=""R-BeDyoRu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""R-BeDyoRu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""R-BeDyoRu-diminished-first inversion-pianoroll-coloured.png"">"	
NyRuKa		"<img src=""R-NyRuKa-major-second inversion-keyboard.png"">"	"<img src=""R-NyRuKa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""R-NyRuKa-major-second inversion-keyboard-coloured.png"">"	"<img src=""R-NyRuKa-major-second inversion-pianoroll-coloured.png"">"	
NyRuBi		"<img src=""R-NyRuBi-minor-second inversion-keyboard.png"">"	"<img src=""R-NyRuBi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""R-NyRuBi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""R-NyRuBi-minor-second inversion-pianoroll-coloured.png"">"	
MyRuKa		"<img src=""R-MyRuKa-augmented-second inversion-keyboard.png"">"	"<img src=""R-MyRuKa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""R-MyRuKa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""R-MyRuKa-augmented-second inversion-pianoroll-coloured.png"">"	
DyoRuBi		"<img src=""R-DyoRuBi-diminished-second inversion-keyboard.png"">"	"<img src=""R-DyoRuBi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""R-DyoRuBi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""R-DyoRuBi-diminished-second inversion-pianoroll-coloured.png"">"	
LuTaMu		"<img src=""L-LuTaMu-major-root-keyboard.png"">"	"<img src=""L-LuTaMu-major-root-pianoroll.png"">"	major root	"<img src=""L-LuTaMu-major-root-keyboard-coloured.png"">"	"<img src=""L-LuTaMu-major-root-pianoroll-coloured.png"">"	
LuKiMu		"<img src=""L-LuKiMu-minor-root-keyboard.png"">"	"<img src=""L-LuKiMu-minor-root-pianoroll.png"">"	minor root	"<img src=""L-LuKiMu-minor-root-keyboard-coloured.png"">"	"<img src=""L-LuKiMu-minor-root-pianoroll-coloured.png"">"	
LuTaFu		"<img src=""L-LuTaFu-augmented-root-keyboard.png"">"	"<img src=""L-LuTaFu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""L-LuTaFu-augmented-root-keyboard-coloured.png"">"	"<img src=""L-LuTaFu-augmented-root-pianoroll-coloured.png"">"	
LuKiNya		"<img src=""L-LuKiNya-diminished-root-keyboard.png"">"	"<img src=""L-LuKiNya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""L-LuKiNya-diminished-root-keyboard-coloured.png"">"	"<img src=""L-LuKiNya-diminished-root-pianoroll-coloured.png"">"	
ToMyLu		"<img src=""L-ToMyLu-major-first inversion-keyboard.png"">"	"<img src=""L-ToMyLu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""L-ToMyLu-major-first inversion-keyboard-coloured.png"">"	"<img src=""L-ToMyLu-major-first inversion-pianoroll-coloured.png"">"	
KeMyLu		"<img src=""L-KeMyLu-minor-first inversion-keyboard.png"">"	"<img src=""L-KeMyLu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""L-KeMyLu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""L-KeMyLu-minor-first inversion-pianoroll-coloured.png"">"	
ToFyLu		"<img src=""L-ToFyLu-augmented-first inversion-keyboard.png"">"	"<img src=""L-ToFyLu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""L-ToFyLu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""L-ToFyLu-augmented-first inversion-pianoroll-coloured.png"">"	
KeNyoLu		"<img src=""L-KeNyoLu-diminished-first inversion-keyboard.png"">"	"<img src=""L-KeNyoLu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""L-KeNyoLu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""L-KeNyoLu-diminished-first inversion-pianoroll-coloured.png"">"	
MyLuTa		"<img src=""L-MyLuTa-major-second inversion-keyboard.png"">"	"<img src=""L-MyLuTa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""L-MyLuTa-major-second inversion-keyboard-coloured.png"">"	"<img src=""L-MyLuTa-major-second inversion-pianoroll-coloured.png"">"	
MyLuKi		"<img src=""L-MyLuKi-minor-second inversion-keyboard.png"">"	"<img src=""L-MyLuKi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""L-MyLuKi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""L-MyLuKi-minor-second inversion-pianoroll-coloured.png"">"	
FyLuTa		"<img src=""L-FyLuTa-augmented-second inversion-keyboard.png"">"	"<img src=""L-FyLuTa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""L-FyLuTa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""L-FyLuTa-augmented-second inversion-pianoroll-coloured.png"">"	
NyoLuKi		"<img src=""L-NyoLuKi-diminished-second inversion-keyboard.png"">"	"<img src=""L-NyoLuKi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""L-NyoLuKi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""L-NyoLuKi-diminished-second inversion-pianoroll-coloured.png"">"	
PuDaFu		"<img src=""P-PuDaFu-major-root-keyboard.png"">"	"<img src=""P-PuDaFu-major-root-pianoroll.png"">"	major root	"<img src=""P-PuDaFu-major-root-keyboard-coloured.png"">"	"<img src=""P-PuDaFu-major-root-pianoroll-coloured.png"">"	
PuTiFu		"<img src=""P-PuTiFu-minor-root-keyboard.png"">"	"<img src=""P-PuTiFu-minor-root-pianoroll.png"">"	minor root	"<img src=""P-PuTiFu-minor-root-keyboard-coloured.png"">"	"<img src=""P-PuTiFu-minor-root-pianoroll-coloured.png"">"	
PuDaJu		"<img src=""P-PuDaJu-augmented-root-keyboard.png"">"	"<img src=""P-PuDaJu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""P-PuDaJu-augmented-root-keyboard-coloured.png"">"	"<img src=""P-PuDaJu-augmented-root-pianoroll-coloured.png"">"	
PuTiMya		"<img src=""P-PuTiMya-diminished-root-keyboard.png"">"	"<img src=""P-PuTiMya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""P-PuTiMya-diminished-root-keyboard-coloured.png"">"	"<img src=""P-PuTiMya-diminished-root-pianoroll-coloured.png"">"	
DoFyPu		"<img src=""P-DoFyPu-major-first inversion-keyboard.png"">"	"<img src=""P-DoFyPu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""P-DoFyPu-major-first inversion-keyboard-coloured.png"">"	"<img src=""P-DoFyPu-major-first inversion-pianoroll-coloured.png"">"	
TeFyPu		"<img src=""P-TeFyPu-minor-first inversion-keyboard.png"">"	"<img src=""P-TeFyPu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""P-TeFyPu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""P-TeFyPu-minor-first inversion-pianoroll-coloured.png"">"	
DoJyPu		"<img src=""P-DoJyPu-augmented-first inversion-keyboard.png"">"	"<img src=""P-DoJyPu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""P-DoJyPu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""P-DoJyPu-augmented-first inversion-pianoroll-coloured.png"">"	
TeMyoPu		"<img src=""P-TeMyoPu-diminished-first inversion-keyboard.png"">"	"<img src=""P-TeMyoPu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""P-TeMyoPu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""P-TeMyoPu-diminished-first inversion-pianoroll-coloured.png"">"	
FyPuDa		"<img src=""P-FyPuDa-major-second inversion-keyboard.png"">"	"<img src=""P-FyPuDa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""P-FyPuDa-major-second inversion-keyboard-coloured.png"">"	"<img src=""P-FyPuDa-major-second inversion-pianoroll-coloured.png"">"	
FyPuTi		"<img src=""P-FyPuTi-minor-second inversion-keyboard.png"">"	"<img src=""P-FyPuTi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""P-FyPuTi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""P-FyPuTi-minor-second inversion-pianoroll-coloured.png"">"	
JyPuDa		"<img src=""P-JyPuDa-augmented-second inversion-keyboard.png"">"	"<img src=""P-JyPuDa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""P-JyPuDa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""P-JyPuDa-augmented-second inversion-pianoroll-coloured.png"">"	
MyoPuTi		"<img src=""P-MyoPuTi-diminished-second inversion-keyboard.png"">"	"<img src=""P-MyoPuTi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""P-MyoPuTi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""P-MyoPuTi-diminished-second inversion-pianoroll-coloured.png"">"	
BuNaJu		"<img src=""B-BuNaJu-major-root-keyboard.png"">"	"<img src=""B-BuNaJu-major-root-pianoroll.png"">"	major root	"<img src=""B-BuNaJu-major-root-keyboard-coloured.png"">"	"<img src=""B-BuNaJu-major-root-pianoroll-coloured.png"">"	
BuDiJu		"<img src=""B-BuDiJu-minor-root-keyboard.png"">"	"<img src=""B-BuDiJu-minor-root-pianoroll.png"">"	minor root	"<img src=""B-BuDiJu-minor-root-keyboard-coloured.png"">"	"<img src=""B-BuDiJu-minor-root-pianoroll-coloured.png"">"	
BuNaGu		"<img src=""B-BuNaGu-augmented-root-keyboard.png"">"	"<img src=""B-BuNaGu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""B-BuNaGu-augmented-root-keyboard-coloured.png"">"	"<img src=""B-BuNaGu-augmented-root-pianoroll-coloured.png"">"	
BuDiFya		"<img src=""B-BuDiFya-diminished-root-keyboard.png"">"	"<img src=""B-BuDiFya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""B-BuDiFya-diminished-root-keyboard-coloured.png"">"	"<img src=""B-BuDiFya-diminished-root-pianoroll-coloured.png"">"	
NoJyBu		"<img src=""B-NoJyBu-major-first inversion-keyboard.png"">"	"<img src=""B-NoJyBu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""B-NoJyBu-major-first inversion-keyboard-coloured.png"">"	"<img src=""B-NoJyBu-major-first inversion-pianoroll-coloured.png"">"	
DeJyBu		"<img src=""B-DeJyBu-minor-first inversion-keyboard.png"">"	"<img src=""B-DeJyBu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""B-DeJyBu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""B-DeJyBu-minor-first inversion-pianoroll-coloured.png"">"	
NoGyBu		"<img src=""B-NoGyBu-augmented-first inversion-keyboard.png"">"	"<img src=""B-NoGyBu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""B-NoGyBu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""B-NoGyBu-augmented-first inversion-pianoroll-coloured.png"">"	
DeFyoBu		"<img src=""B-DeFyoBu-diminished-first inversion-keyboard.png"">"	"<img src=""B-DeFyoBu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""B-DeFyoBu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""B-DeFyoBu-diminished-first inversion-pianoroll-coloured.png"">"	
JyBuNa		"<img src=""B-JyBuNa-major-second inversion-keyboard.png"">"	"<img src=""B-JyBuNa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""B-JyBuNa-major-second inversion-keyboard-coloured.png"">"	"<img src=""B-JyBuNa-major-second inversion-pianoroll-coloured.png"">"	
JyBuDi		"<img src=""B-JyBuDi-minor-second inversion-keyboard.png"">"	"<img src=""B-JyBuDi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""B-JyBuDi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""B-JyBuDi-minor-second inversion-pianoroll-coloured.png"">"	
GyBuNa		"<img src=""B-GyBuNa-augmented-second inversion-keyboard.png"">"	"<img src=""B-GyBuNa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""B-GyBuNa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""B-GyBuNa-augmented-second inversion-pianoroll-coloured.png"">"	
FyoBuDi		"<img src=""B-FyoBuDi-diminished-second inversion-keyboard.png"">"	"<img src=""B-FyoBuDi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""B-FyoBuDi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""B-FyoBuDi-diminished-second inversion-pianoroll-coloured.png"">"	
Syllables	mnemonic	Keyboard	Pianoroll	TypeAndQuality	KeyboardColoured	PianorollColoured	
